지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
261,해남,2000-04,11.8,19.2,4.1,8.5,3.5,2,235.8
261,해남,2000-05,17,23.6,11,39.5,13.5,5,241.9
261,해남,2000-06,21.7,26.6,17.5,243,68.5,28.5,165
261,해남,2000-07,26,30.2,22.8,224.5,79,31,199.7
261,해남,2000-08,26.5,31.1,22.4,369,99.5,45,
261,해남,2000-09,20.5,25.6,15.8,296.5,136,19.5,
261,해남,2000-10,16,21.9,10.4,32.5,16,6.5,23.9
261,해남,2000-11,8.6,15.4,2.8,50,13.5,,165
261,해남,2000-12,3.5,10.4,-2.8,6,2,,191.8
261,해남,2001-01,1.6,6.2,-3.3,43,10,,138.4
261,해남,2001-02,2.9,9.5,-2.7,79.8,37,,158
261,해남,2001-03,6.7,12.9,1,25,10,,297.8
261,해남,2001-04,12.6,20.1,4.6,31,10,4.5,326.6
261,해남,2001-05,18.3,24.2,13.1,32,12,5.5,331.2
261,해남,2001-06,21.6,26.5,18,275.5,166,24.5,304.8
261,해남,2001-07,26,30.5,22.6,138.5,48,27.5,338.6
261,해남,2001-08,25.7,31,21.4,97.5,52,24,343.2
261,해남,2001-09,21.6,28.3,15.9,41.5,28.5,11,312.8
261,해남,2001-10,16.3,22.3,10.6,57.5,21,8,281.9
261,해남,2001-11,6.5,14,-.1,20,12.5,,263.9
261,해남,2001-12,2.1,7,-2.7,47.5,28.5,,216.6
261,해남,2002-01,2.8,7.7,-1.6,53.5,15,,187.3
261,해남,2002-02,2.2,9.1,-4.2,18.5,12.5,,226.9
261,해남,2002-03,7.1,13.6,.5,60.5,22,,254.4
261,해남,2002-04,12.4,18.4,6.5,127,46.5,14.5,257.8
261,해남,2002-05,16.1,22,11.6,68,17,6,259.2
261,해남,2002-06,20.7,26.5,15.6,107,41,18,308.6
261,해남,2002-07,23.4,27.7,20.5,343.5,114,22.5,250.1
261,해남,2002-08,23.9,27.9,21,563.5,173,33,231.5
261,해남,2002-09,20.4,27,14.9,100.5,60,13.5,283.7
261,해남,2002-10,14,20.8,7.6,36.5,16.5,10.5,241.3
261,해남,2002-11,6.4,12.7,-.3,24.5,7.5,,227.1
261,해남,2002-12,4.2,9.5,-1,31,9,,171.8
261,해남,2003-01,.5,5.4,-4.4,44.5,24.5,,199.3
261,해남,2003-02,3.9,9.1,-1.1,55,28.5,,188.1
261,해남,2003-03,6.7,12,1.4,97,37,,240.8
261,해남,2003-04,12.8,18.5,7.3,194,39,21,232.5
261,해남,2003-05,17.8,23,13.2,220.5,78.5,19.5,256.4
261,해남,2003-06,21.1,25.9,16.9,151,41.5,8,261.8
261,해남,2003-07,22.9,26.1,20.5,366.5,45,26.5,195.1
261,해남,2003-08,24.7,28.6,21.3,282,57,37,255.5
261,해남,2003-09,22,27.4,17.3,215.5,135,28,261.4
261,해남,2003-10,14.6,21.4,8.3,34,21.5,7.5,277
261,해남,2003-11,11.3,16.5,6.1,62.5,20,,171.3
261,해남,2003-12,3.9,8.8,-.8,17,5.5,,184.5
261,해남,2004-01,.8,6.5,-4.2,33.5,16,,225.6
261,해남,2004-02,4.1,10.4,-2.1,43.5,23,,224
261,해남,2004-03,6.7,13.5,0,50.7,24,,221.7
261,해남,2004-04,12.1,19.2,4.6,60,31,8.5,222.6
261,해남,2004-05,17.1,22,12.1,111.5,21.5,8.5,188.6
261,해남,2004-06,21.6,26.7,16.9,192,69,31.5,189.8
261,해남,2004-07,25.6,29.6,22.6,312.5,176,62.5,200.3
261,해남,2004-08,25.9,31,22,428.5,303,53,241.1
261,해남,2004-09,22.1,27.1,17.9,274.5,107.5,25,147.2
261,해남,2004-10,15.1,22.5,8,.5,.5,.5,252
261,해남,2004-11,9.8,16.9,3.1,57,32,,193.8
261,해남,2004-12,5.3,10.9,-.4,29.5,23.5,,167.3
261,해남,2005-01,.9,5.2,-2.9,21.8,10.5,,156.4
261,해남,2005-02,1.3,5.8,-2.8,38.1,11.5,,150.3
261,해남,2005-03,5,11,-.8,68.4,18,,229.6
261,해남,2005-04,12.6,19.3,5.9,98,28.5,21,254.7
261,해남,2005-05,17.1,23.7,11,84.5,56.5,26.5,280.4
261,해남,2005-06,22.6,27.8,18.5,139,47.5,28,228.3
261,해남,2005-07,25.3,29.8,22.1,225.5,79,54.5,181.6
261,해남,2005-08,25.8,30.1,22.6,363.5,141.5,78.5,205.1
261,해남,2005-09,23.4,28.5,19.3,26,11,8.5,182.8
261,해남,2005-10,15.4,22.6,8.7,15,9.5,5,200.7
261,해남,2005-11,9.7,16.4,3.1,77.5,31,,192.5
261,해남,2005-12,.1,5.1,-4.8,59,27.5,,166.3
261,해남,2006-01,2.1,7.1,-2.7,16,8.5,,148.7
261,해남,2006-02,1.9,7.6,-3.3,40,11.5,,158.4
261,해남,2006-03,6.5,12.7,-.2,29.5,15.5,,238.6
261,해남,2006-04,11.1,16.6,5.1,121,30,10,197.5
261,해남,2006-05,16.5,22.1,11.7,234.5,79,20,176.6
261,해남,2006-06,20.9,26,16.9,257,91,16,204
261,해남,2006-07,24,27.5,21.5,362,116,37,147
261,해남,2006-08,26.8,32,22.9,136,42,24.5,268
261,해남,2006-09,19.6,25.4,14.5,78,33.5,8,193.5
261,해남,2006-10,16.5,24.7,9.9,38.5,25,11.5,227.1
261,해남,2006-11,10.6,16.2,4.6,33,17,,160.4
261,해남,2006-12,3.6,9.5,-1.5,40,13.5,,158.4
261,해남,2007-01,1.5,7.3,-3.7,13.5,6.5,,128.5
261,해남,2007-02,4.7,11.4,-1.4,60,28,,173.7
261,해남,2007-03,7.4,13.5,1.9,158,62,,164.9
261,해남,2007-04,10.9,17.7,3.9,43,18,13,203.7
261,해남,2007-05,17.1,23.2,11.4,81,35,9,225
261,해남,2007-06,21.3,25.7,17.7,28,10.5,5.5,133.5
261,해남,2007-07,24.3,28.4,21.3,229,73,22.5,124.7
261,해남,2007-08,26.8,30.9,23.5,232,67.5,23.5,171
261,해남,2007-09,22.2,26.1,18.9,496.5,109,29,97.9
261,해남,2007-10,15.6,21.9,9.6,68.5,39.5,19,199
261,해남,2007-11,7.8,14.7,1.2,3,1.5,,174.3
261,해남,2007-12,4.2,9.6,-.7,48,10.5,,97.2
261,해남,2008-01,1.5,5.7,-2,44,16.8,,121.4
261,해남,2008-02,.5,6.2,-4.9,16.7,14.5,,201.8
261,해남,2008-03,6.9,13.2,0,62.2,24.5,,199.2
261,해남,2008-04,12.7,18.9,6.4,56.3,20,7.5,180
261,해남,2008-05,17,23.1,11,195.4,107,19.5,201.2
261,해남,2008-06,20.8,24.6,17.8,344.5,73,36,82.3
261,해남,2008-07,26.4,30.2,23.3,127.3,77.5,40,148.1
261,해남,2008-08,25.5,30.2,21.6,123.3,87.5,73,202.4
261,해남,2008-09,22.5,27.9,17.8,33.2,15.5,3.5,140.2
261,해남,2008-10,16.6,23.7,10.1,33.5,32,10.5,189.4
261,해남,2008-11,9,15.3,2.9,41.2,12.5,,155.2
261,해남,2008-12,3.7,9.8,-2,20.5,11.5,,160.1
261,해남,2009-01,1.1,6.5,-3.8,12,4,,137.3
261,해남,2009-02,5.1,10.7,-.6,61.1,25.5,,123.8
261,해남,2009-03,7.3,13.2,1.3,68,17,,179.9
261,해남,2009-04,11.8,19.3,4.8,86.6,54,9,230.8
261,해남,2009-05,17.9,24.6,11.4,136.4,49,16.5,257.1
261,해남,2009-06,22,26.9,17.9,81.2,24,14.5,189.5
261,해남,2009-07,24.5,28.2,21.5,549.1,164.5,38.5,100
261,해남,2009-08,25.2,29.6,21.5,94.9,46,18,152.6
261,해남,2009-09,21.8,27.7,16.7,56.8,17.5,8.5,179.9
261,해남,2009-10,16.2,23.7,9.6,82,29,14,228.3
261,해남,2009-11,9.5,15.1,4.6,18.1,12,,142.5
261,해남,2009-12,3.2,8,-1.3,31.5,7,,132.9
261,해남,2010-01,1.1,6.1,-3.6,50.3,15.5,,147.1
261,해남,2010-02,4.1,9,-.3,128,43,,126.9
261,해남,2010-03,7.1,11.5,2.1,121.8,35.5,,122
261,해남,2010-04,10.5,15.7,4.8,163.1,31,11.5,174.1
261,해남,2010-05,17.3,23,11.9,155.9,67.5,19.5,191.3
261,해남,2010-06,22.2,27.5,18,113.3,44,12.5,130.5
261,해남,2010-07,25.8,29.6,23.2,176.8,47,14,95.4
261,해남,2010-08,27.7,31.4,24.7,349.5,106.5,30.5,149.7
261,해남,2010-09,23.2,28.5,19.2,121.5,38,19.5,164.9
261,해남,2010-10,15,21.4,8.7,52.7,21.5,9,190.1
261,해남,2010-11,7.5,14.7,.5,10.8,5.5,,179.9
261,해남,2010-12,2.8,8.2,-3.1,51.8,20.5,,139.9
261,해남,2011-01,-2.7,1.5,-7,5.6,1.5,,173.1
261,해남,2011-02,2.3,8.9,-3.5,67,38.5,,171.5
261,해남,2011-03,4.5,10.5,-1.3,35.4,22.5,,232
261,해남,2011-04,10.6,17.4,3.9,141.2,60.5,16.5,213.7
261,해남,2011-05,17.3,23,12.3,95.3,49,12,171.4
261,해남,2011-06,21.9,26.8,18.2,243.3,81.5,21,127.7
261,해남,2011-07,25.9,29.9,22.7,282.6,178,41.5,137.2
261,해남,2011-08,25.2,28.7,22.7,335.3,158,42.5,87.6
261,해남,2011-09,21.7,27.8,16.6,61.9,46,33,204.3
261,해남,2011-10,14.4,21.7,7.9,33,19.5,6,207.1
261,해남,2011-11,12.4,17.6,7.5,184.9,94,,110.1
261,해남,2011-12,2.3,7.2,-2.2,13.4,6.5,,136.2
261,해남,2012-01,.3,5.6,-4.7,14.5,5,,137.2
261,해남,2012-02,.5,5.2,-4,47.2,17.5,,120.8
261,해남,2012-03,6,11,1.3,150.6,74.5,,170.4
261,해남,2012-04,12.3,18.1,5.9,186.6,87.5,16.5,205.3
261,해남,2012-05,18.3,24.7,12.9,30.4,23.5,7.5,223.9
261,해남,2012-06,22.2,27,18.6,54.5,23.5,17,148.4
261,해남,2012-07,25.5,29.6,22.4,236.4,61.5,22,144
261,해남,2012-08,27.4,31.2,24.1,488.1,183,32.5,168.8
261,해남,2012-09,20.6,25.9,16.1,305,88.5,32.5,165.7
261,해남,2012-10,15.3,22.2,8.4,55.5,34,18,217
261,해남,2012-11,8.3,13.3,3,50.6,8,,142.1
261,해남,2012-12,1.6,6.1,-2.6,76,21.5,,139.6
261,해남,2013-01,.4,5.5,-4.2,16.3,12,,155.3
261,해남,2013-02,2.3,7.4,-3,52.1,23,,152.3
261,해남,2013-03,6.6,14.5,-.3,103,62.5,,214.9
261,해남,2013-04,10.8,16.9,4.5,63.1,33,6.5,193.1
261,해남,2013-05,17.6,24.2,11.6,145.8,86,16,227
261,해남,2013-06,22.4,27.3,18.7,74.8,37.5,14.5,140.6
261,해남,2013-07,26.6,30.2,23.9,212.2,80,44.5,108.5
261,해남,2013-08,27.7,33.3,23.5,187.1,90,28.5,230.9
261,해남,2013-09,22,28,17.1,109.6,70.5,34.5,180.7
261,해남,2013-10,16.5,22.2,10.3,10.1,6.5,3,200.9
261,해남,2013-11,8.8,14.5,3.3,88.5,27,,144.4
261,해남,2013-12,3.1,8.1,-1.8,15.1,5,,142.9
261,해남,2014-01,1.7,7.9,-4.5,20.2,11.5,,197.2
261,해남,2014-02,3.7,9.2,-1.8,22.6,6.5,,129.8
261,해남,2014-03,7.7,13.2,1.7,85.3,32,,178.6
261,해남,2014-04,13.2,19.2,7.1,75.1,32,7,191.9
261,해남,2014-05,17.6,23.6,11.5,102.5,40,13,277.6
261,해남,2014-06,21.8,26.1,18.5,67.2,26.7,6.4,121.1
261,해남,2014-07,24.7,28.3,21.9,116.5,31.5,15,123.1
261,해남,2014-08,24.3,28.1,21.7,347.2,150.5,32,94.5
261,해남,2014-09,21.6,27.1,16.7,96.5,51,21.5,171.1
261,해남,2014-10,16,22.7,9.2,91,33,20,223.4
261,해남,2014-11,10.3,16.1,4.9,84.5,49.5,,154.6
261,해남,2014-12,2.3,7,-2.2,64.5,19.5,,131.6
261,해남,2015-01,2.8,7.4,-1.8,31.3,11,,163.2
261,해남,2015-02,3.4,8,-1.6,22,10.5,,130.4
261,해남,2015-03,7.2,14,.4,29.5,26.5,,213
261,해남,2015-04,12.9,18.8,7.6,173.1,53.5,20.5,156.5
261,해남,2015-05,18.1,24.5,12.5,95.4,41.5,10.5,258
261,해남,2015-06,21.4,25.8,17.9,165.1,44.5,37.5,133.9
261,해남,2015-07,24.3,28,21.1,224.3,137.2,23.8,146.7
261,해남,2015-08,25,29.5,21,155.7,105.3,28.5,191.2
261,해남,2015-09,20.4,26.8,15,67.9,29,9.8,208.6
261,해남,2015-10,15.1,22.5,8.7,63.3,42,16.5,228.9
261,해남,2015-11,11.2,15.7,6.8,77.4,16.1,0,86.3
261,해남,2015-12,4.9,9.7,0,52.8,31.5,,132.6
261,해남,2016-01,.4,4.8,-3.5,56.3,18.4,,127.7
261,해남,2016-02,2.4,7.7,-2.9,24.1,13,,179.7
261,해남,2016-03,6.6,13.3,.1,93.7,36,,220.6
261,해남,2016-04,13.3,19.6,7.4,175.7,48.8,14.6,185.1
261,해남,2016-05,17.8,24.1,11.8,111.6,27.4,10.4,224.7
261,해남,2016-06,21.8,26.2,18.4,103.5,54.3,16.9,136.3
261,해남,2016-07,25.9,29.9,22.7,205.4,84.7,46.2,207.1
261,해남,2016-08,27.2,33.4,22.3,25.1,18.2,4.5,281.6
261,해남,2016-09,22.2,27.5,17.9,194,93.6,35.5,130.8
261,해남,2016-10,16.8,21.5,12.5,228.6,92.2,55.3,98.6
261,해남,2016-11,8.7,14.5,3.3,84.5,24.8,,165.7
261,해남,2016-12,4.4,9.9,-.7,57.7,21.5,,146.6
261,해남,2017-01,1.6,6.9,-3.5,8.8,4.4,,183.7
261,해남,2017-02,1.9,8,-4.1,23.7,11.9,,186.3
261,해남,2017-03,5.5,12.8,-1.8,24,6.8,,209.2
261,해남,2017-04,12.9,20.4,5.6,42.7,21.5,6.9,244.5
261,해남,2017-05,17.7,25.3,10.3,9.6,3.8,2.3,259.9
261,해남,2017-06,21.6,27.4,16.6,24.4,10,3.1,201.5
261,해남,2017-07,27.2,31,23.9,162.7,86,38.4,147.2
261,해남,2017-08,26.6,31.8,22.2,198.9,75.9,25.1,234
261,해남,2017-09,21.3,27.1,16.2,86.5,60.5,22.5,191.4
261,해남,2017-10,15.7,21.9,10.5,113.3,86.1,46.9,166.6
261,해남,2017-11,7.3,14.5,.1,2.2,1.5,,192.1
261,해남,2017-12,1.1,7,-4.5,28.5,16.6,,157.7
261,해남,2018-01,-.9,4.2,-5.6,44.8,22.8,,163.6
261,해남,2018-02,.3,6.5,-6,24.3,21.7,,162
261,해남,2018-03,8,14.4,1.8,147.6,55.3,,192.5
261,해남,2018-04,13,19.5,6.4,120.1,34.2,8.2,203.3
261,해남,2018-05,18,23.5,12.9,75.3,24.2,7.9,158.2
261,해남,2018-06,21.7,27.4,17.4,238.9,130.2,48.7,205.8
261,해남,2018-07,26.7,31.9,22.5,18.8,12.2,7.6,262.1
261,해남,2018-08,27.5,32.3,23.6,204.2,157.8,39.7,214.3
261,해남,2018-09,20.7,26.1,15.9,128.4,38.2,32,154
261,해남,2018-10,13.3,19.8,6.8,214.1,112.3,26.6,227.7
261,해남,2018-11,7.9,15.4,.9,44.6,25,,196.5
261,해남,2018-12,2.3,7.3,-2.3,36,15.7,,148.8
261,해남,2019-01,.5,6.1,-4.7,14.5,11.2,,196.3
261,해남,2019-02,2.2,8,-3.3,33.5,26,,152.9
261,해남,2019-03,6.5,13.2,-.1,49,20.3,,205.9
261,해남,2019-04,10.9,17.1,4.4,61.1,20.7,8.5,178.9
261,해남,2019-05,16.7,24.2,9.3,99,56.6,11.1,282.7
261,해남,2019-06,20.5,26,15.8,45.1,27.5,9.4,212.8
261,해남,2019-07,24.2,28.1,21,181.9,124.2,21.8,155.5
261,해남,2019-08,25.6,30.6,21.4,205.2,70.8,29.9,214.9
261,해남,2019-09,22,27,18,258.9,59.2,22.1,147.1
261,해남,2019-10,15.8,22.1,9.9,223.7,186.6,42.7,202.9
261,해남,2019-11,10.1,16.8,3.4,12.8,7.2,,186.7
261,해남,2019-12,3.6,9.5,-2.1,37.3,21.8,,169.3
261,해남,2020-01,3.8,8.5,-.6,75.8,26.2,,135.5
261,해남,2020-02,4.2,9.9,-1.5,27.8,9.1,,164.3
261,해남,2020-03,7.5,14,.5,27,9.7,,233.3
261,해남,2020-04,9.8,16.3,2.9,56.7,17.3,9.8,263.3
261,해남,2020-05,17.1,22.1,12.7,188.1,59.4,27.6,192.4
261,해남,2020-06,22,26.8,17.9,257.7,100.2,22.7,198.1
261,해남,2020-07,22.7,26.3,20.1,319.6,81.8,33.5,73.5
261,해남,2020-08,27.4,31.4,24.2,153.7,85.4,26.4,184.5
261,해남,2020-09,20.8,26,16.6,295.7,113.9,23.1,158.7
261,해남,2020-10,14.3,21.1,7.9,27.4,27,6.3,228.4
261,해남,2020-11,10,15.7,4,6.9,2.5,,171.5
261,해남,2020-12,1.4,8,-4.9,13.9,8.4,,177.7
261,해남,2021-01,.9,6.7,-4.8,36.3,13.9,,170.7
261,해남,2021-02,4.3,10.2,-1.4,33.1,16.4,,168.9
261,해남,2021-03,8.9,15.4,2.8,127.2,34.6,,210.1
261,해남,2021-04,13,19.2,6.9,43.5,22.9,6.5,239.4
261,해남,2021-05,17.1,22.9,11.2,128.9,39.9,13.4,225.5
261,해남,2021-06,22.3,27.3,18.2,127.4,31.9,31.4,230.9
261,해남,2021-07,26.3,30.5,22.6,500.7,297.3,63.4,204.5
261,해남,2021-08,25.8,30.6,22.2,172.3,29,15.6,186.2
261,해남,2021-09,22,26.4,18.2,108.2,36.5,28.1,126.3
261,해남,2021-10,15.6,22.3,9.7,25.8,12.2,12,221.7
261,해남,2021-11,8.5,15.6,2.3,77.9,33.5,,187.9
261,해남,2021-12,2.3,8.9,-3.3,6.6,2.2,,174.7
261,해남,2022-01,-.1,5.6,-5.4,5,1.9,,204.3
261,해남,2022-02,.2,6.2,-5.8,3.9,1.4,,204.4
261,해남,2022-03,7.5,14.1,1.3,113.7,29.6,,179.9
261,해남,2022-04,12.6,20.2,5.8,24.5,18.1,9.2,239.4
261,해남,2022-05,16.3,23.4,10,1.3,.5,.4,287.8
261,해남,2022-06,22.9,27.1,19.8,70.7,50.6,25,172.5
261,해남,2022-07,26.5,30.4,23.4,193.6,108.5,43.5,214.6
261,해남,2022-08,26.6,30.3,23.3,115.6,37.7,34.7,149.5
261,해남,2022-09,22.1,27.1,18,180,140.4,21.4,170.2
261,해남,2022-10,14.9,21.3,9,27,19.8,12.5,245.7
261,해남,2022-11,10.8,18.2,4,30.7,12.2,,187.9
261,해남,2022-12,1.4,6.7,-3.6,28.5,8,,171.6
261,해남,2023-01,1.7,7.5,-4,50.4,43.2,,183.3
261,해남,2023-02,3.2,9.3,-2.2,33.9,10.7,,177.4
261,해남,2023-03,9.2,16.8,2.1,32.2,18,,229
261,해남,2023-04,13.2,19.1,6.8,91.9,57.3,7.9,202
261,해남,2023-05,18,23.3,13,263.6,115,22.6,184.5
261,해남,2023-06,22.3,26.5,19.2,153.7,44.8,26.1,139.7
261,해남,2023-07,26,29.3,23.4,526,166.4,34.2,113.3
261,해남,2023-08,26.9,32.2,22.9,199.8,46.6,35,256
261,해남,2023-09,23.7,29,19.7,124.7,45.2,33,190.7
261,해남,2023-10,15.9,22.6,9.8,4.9,3.7,1.4,234.6
261,해남,2023-11,10.2,15.4,4.7,81.6,24.9,,167.1
261,해남,2023-12,5.1,10.1,.2,56.6,21.1,,133.7
261,해남,2024-01,3.2,7.9,-1.6,43.3,24.2,,161.1
261,해남,2024-02,6.1,10.6,1.9,110.6,35.2,,108.4
261,해남,2024-03,7.8,13.6,2.3,65.1,24.2,,189.2
261,해남,2024-04,14.8,20.8,9.2,91.4,31,10.7,180.4
261,해남,2024-05,17.9,24.1,12.4,129.2,86.7,21.9,276.2
261,해남,2024-06,22.4,27.5,18,185.8,70.4,19.3,197.1
261,해남,2024-07,26.8,29.7,24.3,269.8,96.7,78.1,146.2
261,해남,2024-08,28.3,33.7,24.3,42.4,21.5,9.6,286.9
261,해남,2024-09,26.1,31.2,21.8,328.8,205.7,46.5,231.7
261,해남,2024-10,17.7,23.1,12.8,126.1,75.6,26.8,136.8
261,해남,2024-11,11.6,17.1,6.4,101.9,69.4,,168.7
261,해남,2024-12,3.9,9.2,-1.4,9.6,3.8,,176.1
262,고흥,1995-01,.7,6.6,-4.7,39.5,18,,189.1
262,고흥,1995-02,2.4,9.7,-4.4,26,18.5,,180.8
262,고흥,1995-03,7,13.3,.5,101,54,,202.9
262,고흥,1995-04,11.6,18.5,3.8,101,35.5,12.5,210.7
262,고흥,1995-05,16.2,22.7,8.7,118.5,55.5,15.5,230
262,고흥,1995-06,20.5,26,14.9,66.5,58,31,213.4
262,고흥,1995-07,24.4,28.7,20.8,220.5,91,20,165.8
262,고흥,1995-08,27.1,32.5,22.5,52.5,21.5,15,249.5
262,고흥,1995-09,20.1,25.6,14.8,42,20,4.5,148
262,고흥,1995-10,15.7,22.8,8.6,36,26,20,203.6
262,고흥,1995-11,7.2,14.9,-.1,14.5,8,,198.1
262,고흥,1995-12,2.1,7.6,-3.9,0,0,,175.9
262,고흥,1996-01,1.7,7.2,-3.4,52,39.5,,162.5
262,고흥,1996-02,1,6.7,-4.5,10,8.5,,203.2
262,고흥,1996-03,5.9,10.8,.8,174,40.5,,170.6
262,고흥,1996-04,10.6,16.6,3.4,97,78,8,232.2
262,고흥,1996-05,17.2,23.4,10.9,58,20,8.5,227.3
262,고흥,1996-06,20.9,24.7,17.8,316.5,93,20.5,97.4
262,고흥,1996-07,24.1,28.3,20.7,161,79.5,23.5,169.8
262,고흥,1996-08,25.9,30.7,21.8,120.5,23,16.5,204.2
262,고흥,1996-09,21.2,27.6,15.6,35.5,34.5,13.5,192.6
262,고흥,1996-10,15.6,22.1,9.2,52,25.5,8,208.2
262,고흥,1996-11,9.3,14.4,3.8,88.4,33.5,,145.5
262,고흥,1996-12,2.8,10.3,-3.3,21.5,18.5,,199.7
262,고흥,1997-01,.6,6.5,-5,3.9,3.7,,189
262,고흥,1997-02,3,9.6,-3.3,14,9.5,,174.3
262,고흥,1997-03,7.7,14.2,1.4,112,52,,199.4
262,고흥,1997-04,12.6,19.1,5.9,150.5,71.5,17.5,214
262,고흥,1997-05,17.4,23.1,11.9,130,54.5,16.5,206.2
262,고흥,1997-06,21.9,27.7,16.5,172,64.5,27.5,210.3
262,고흥,1997-07,24.6,28.9,21.3,234.5,83.5,29.5,143.7
262,고흥,1997-08,25.6,30,22,215.5,71,21.5,194.7
262,고흥,1997-09,21,27,15.8,25.5,9,8.5,208.7
262,고흥,1997-10,15,21.8,8.1,0,0,0,243.6
262,고흥,1997-11,10.6,16.6,5,229,127,,148.7
262,고흥,1997-12,4.4,10.1,-.7,68.1,59.5,,148.5
262,고흥,1998-01,2.1,6.9,-2.5,45.2,23,,136.3
262,고흥,1998-02,5.3,11,0,77.6,58.5,,134.4
262,고흥,1998-03,8.2,14.4,2.4,89,65,,188.1
262,고흥,1998-04,15,20.3,10.3,195.5,58.5,42.5,163.3
262,고흥,1998-05,17.9,23.2,13.2,124.5,32,9,175.7
262,고흥,1998-06,20,23.3,16.8,378.5,100,23.5,105.5
262,고흥,1998-07,24.5,27.6,22,228,48.5,28,155.1
262,고흥,1998-08,25.5,29.3,22.3,181,78.5,56,188.6
262,고흥,1998-09,22.3,27.3,18,371,270,81,180.7
262,고흥,1998-10,17.4,23,12.6,68,29,14.5,205
262,고흥,1998-11,9.7,16.1,3.3,15.5,8.5,,204.1
262,고흥,1998-12,4.6,11.5,-1.7,.5,.5,,199
262,고흥,1999-01,2.4,8,-2.7,53.5,40,,193.9
262,고흥,1999-02,3.6,9.1,-1.7,31,11.5,,190.6
262,고흥,1999-03,7.9,13.5,2,128.5,54,,127.2
262,고흥,1999-04,13.4,19.6,7.5,94.5,81.5,20,207.1
262,고흥,1999-05,17.3,22.8,11.6,157,56.5,14,255.7
262,고흥,1999-06,20.9,25.8,16.6,193,59,17.5,166.7
262,고흥,1999-07,23,26.2,20.3,572,148,34,121.4
262,고흥,1999-08,24.3,27.6,21.2,359,57,23.5,140.3
262,고흥,1999-09,22.8,26.9,19.2,236,89.5,33.5,161.1
262,고흥,1999-10,15.1,21.3,9.5,63.5,21,9.5,182.4
262,고흥,1999-11,9.4,15.8,3.4,18.5,12,,186.3
262,고흥,1999-12,3.8,9.4,-2.1,0,0,,187
262,고흥,2000-01,2.4,6.5,-2.1,15.5,5,,147.8
262,고흥,2000-02,2,7,-2.7,.4,.4,,202.4
262,고흥,2000-03,7.3,13.7,1.1,36.5,25.5,,225.1
262,고흥,2000-04,12.2,18.6,5.5,13,4,2,234.5
262,고흥,2000-05,17,23.2,10.8,80,40,10,236.7
262,고흥,2000-06,21,25.7,16.8,160.5,60.5,12.5,155
262,고흥,2000-07,25.1,29.1,21.8,255.5,101.5,30.5,202.2
262,고흥,2000-08,25.7,29.7,22.3,413.5,165,93.5,
262,고흥,2000-09,20.4,24.6,16.2,229.5,65,22.5,
262,고흥,2000-10,15.6,21.2,10.5,25,18.5,5.5,28.2
262,고흥,2000-11,8.7,14.9,3.3,30.5,10,4.5,141.3
262,고흥,2000-12,3.8,10.5,-1.9,3,1.5,1.5,178.6
262,고흥,2001-01,1.5,5.9,-3.1,35.5,15,3,148.7
262,고흥,2001-02,3.4,9.4,-2.1,71.7,28.5,,159.4
262,고흥,2001-03,7.1,12.7,1.5,12.5,6,,289.2
262,고흥,2001-04,13,19.7,6,38,26.5,9,307.6
262,고흥,2001-05,18.1,23.4,13.4,52.5,15,2.5,299.8
262,고흥,2001-06,21,25.3,17.5,259,121,19,277.1
262,고흥,2001-07,25.3,29.2,21.9,109,61.5,44,314.6
262,고흥,2001-08,25.3,29.7,21.5,91,24,16.5,325
262,고흥,2001-09,21.5,26.7,16.9,48,37,5.5,282.4
262,고흥,2001-10,16.9,22.3,12.1,66,30,8,274.7
262,고흥,2001-11,8.4,15.5,2.2,11,7,,239.9
262,고흥,2001-12,3.8,8.7,-.9,44.3,25,,202.9
262,고흥,2002-01,4.3,8.6,.1,44.8,18.5,,141.8
262,고흥,2002-02,4.4,11.1,-2,13,9,,183.2
262,고흥,2002-03,9.2,15.5,2.7,82,28.5,,190.2
262,고흥,2002-04,13.7,19.4,7.9,134,50.5,13,191.1
262,고흥,2002-05,17.3,22.6,12.5,98.5,32,14,150.6
262,고흥,2002-06,21.3,27,15.9,119,53,17.5,222
262,고흥,2002-07,24.2,28.4,21,405.5,150.5,42,119.6
262,고흥,2002-08,24.4,28.2,21.5,720.5,404,85.5,112.4
262,고흥,2002-09,20.9,26.9,16.1,112,41,19,212.3
262,고흥,2002-10,14.5,20.9,8.7,36,12.5,10.5,203.3
262,고흥,2002-11,6.7,12.9,.7,12,9.5,,160.7
262,고흥,2002-12,4.2,9.3,-.6,25,11.5,,132.9
262,고흥,2003-01,.5,5.4,-4.2,27.5,23.5,,151
262,고흥,2003-02,3.8,9.3,-1.4,47,23,,143.8
262,고흥,2003-03,6.5,12.2,1,70.5,33.5,,184.4
262,고흥,2003-04,12.9,18.4,7.9,247,51.5,30,176.5
262,고흥,2003-05,16.8,22.3,12.1,209.5,105.5,23,168.3
262,고흥,2003-06,20.3,25.1,16,196.5,65,13,153.1
262,고흥,2003-07,21.5,24.9,18.9,476,57.5,41,73.7
262,고흥,2003-08,23.7,27.9,20.3,372,88,38,151.6
262,고흥,2003-09,21.7,26.6,17.5,331,289.5,47.5,182.1
262,고흥,2003-10,14.5,21.2,8.7,18,9,9,221.4
